KP_Tipe	KP_RAD	DESC_RAD	INLIER_RAD	DIST(mm)
us	0.100	0.020	0.060	42.550
us	0.100	0.020	0.080	42.550
us	0.100	0.020	0.100	42.550
us	0.100	0.040	0.020	42.550
us	0.100	0.040	0.040	42.550
us	0.100	0.040	0.060	42.550
us	0.100	0.040	0.080	42.550
us	0.100	0.040	0.100	42.550
us	0.100	0.060	0.020	42.550
us	0.100	0.060	0.040	42.550
us	0.100	0.060	0.060	42.550
us	0.100	0.060	0.080	42.550
us	0.100	0.060	0.100	42.550
us	0.100	0.080	0.020	42.550
us	0.100	0.080	0.040	42.550
us	0.100	0.080	0.060	42.550
us	0.100	0.080	0.080	42.550
us	0.100	0.080	0.100	42.550
us	0.100	0.100	0.020	10000000.000
us	0.100	0.100	0.040	10000000.000
us	0.100	0.100	0.060	10000000.000
us	0.100	0.100	0.080	10000000.000
us	0.100	0.100	0.100	10000000.000
susan	0.020	0.020	0.020	0.120
susan	0.020	0.020	0.040	0.217
susan	0.020	0.020	0.060	0.217
susan	0.020	0.020	0.080	0.217
susan	0.020	0.020	0.100	0.217
susan	0.020	0.040	0.020	0.641
susan	0.020	0.040	0.040	0.827
susan	0.020	0.040	0.060	0.827
susan	0.020	0.040	0.080	0.827
susan	0.020	0.040	0.100	0.827
susan	0.020	0.060	0.020	0.134
susan	0.020	0.060	0.040	0.134
susan	0.020	0.060	0.060	0.134
susan	0.020	0.060	0.080	0.134
susan	0.020	0.060	0.100	0.134
susan	0.020	0.080	0.020	0.120
susan	0.020	0.080	0.040	0.120
susan	0.020	0.080	0.060	0.120
susan	0.020	0.080	0.080	0.120
susan	0.020	0.080	0.100	0.120
susan	0.020	0.100	0.020	0.262
susan	0.020	0.100	0.040	0.106
susan	0.020	0.100	0.060	0.106
susan	0.020	0.100	0.080	0.106
susan	0.020	0.100	0.100	0.106
susan	0.040	0.020	0.020	0.120
susan	0.040	0.020	0.040	0.217
susan	0.040	0.020	0.060	0.217
susan	0.040	0.020	0.080	0.217
susan	0.040	0.020	0.100	0.217
susan	0.040	0.040	0.020	0.641
susan	0.040	0.040	0.040	0.827
